"Time","03cfac713ddb","05d4edb11ccc","05e2dc4bab48","12fe0edb1a22","142e2512faa4","15a356ee90d0","163e8d73fac5","166622bd256d","187ae6236163","1979919fbf0f","2031a9936382","22e7a6017802","28044ba4a7ad","30b396f84a51","313b8f5d58f6","3bfa9412b3ac","3d1d30a896da","3f2ea48c60e7","44f61de09fce","452cf0ed41fe","45e6d34f3c90","4da229ff9647","50242d33e417","507aa07cb3f4","534f7ede4add","6024efb8fa75","64028b5fe4a9","6fd3deb2ffa9","750c1c44fa91","79f51af621c3","7e1362b171c6","7e650620618f","a54271c49348","ac0c887de21e","ad93e254a539","b049c32b2cc4","b1d55b931020","b63b699c8207","bec16363de34","c0dfc0337d50","cb8816b39dc5","cbacbdd4ead4","d665d2bb7bd6","dd3871aa1c44","e25b10447cf0","e623c5f5dc60","e6f7c1e58817","e8ca08072d74","f86b4d7f6332","fb4d19ff5398"
1592770981000,,,,,,1954976,,,,,,,,,,,,,2004416,,,,,,,,,,,,,,,1999072,,,,,1982400,,,,,,,,,,,
1592770981500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770982000,,,,,,,,,1993408,,,2004000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991360,1991264,,,,1967680,,,,,
1592770982500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770983000,,,,,,,,2000192,,,,,,,,,,,,,,,,1954336,,,1959648,,,,,1947360,,,,,,1980320,,,,,,,,,,,,
1592770983500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770984000,1967104,,,,,,,,,,1968480,,,,,1971104,,1954784,,,,,,,,,,,1969152,,1986144,,,,1970560,1970144,,,,,,,,,,,,,,
1592770984500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770985000,,1966112,,1970368,1966592,,1995040,,,,,,1987360,,1968448,,,,,1966528,1989280,1987840,1967392,,,1966816,,1964672,,1962560,,,,,,,1962688,,,,,1988000,1966752,1969696,,2004832,1986720,1956928,1970144,
1592770985500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770986000,,,1989120,,,1931840,,,,1988640,,,,1988000,,,1980128,,1984320,,,,,,1987776,,,,,,,,1989280,1975296,,,,,1984192,,,,,,,,,,,1986720
1592770986500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770987000,,,,,,,,,1979904,,,1999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977856,1976480,,,,,,,,,
1592770987500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770988000,,,,,,,,1983040,,,,,,,,,,,,,,,,1945312,,,1946144,,,,,1989728,,,,,,,,,,,,,1950976,,,,,
1592770988500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770989000,1956224,,,,,,,,,,1954944,,,,,1956320,,1939392,,,,,,,,,,,,,1970080,,,,1956416,1955360,,1964256,,,,,,,,,,,,
1592770989500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770990000,,1957760,,1954944,1989568,,1986656,,,,,,1979040,,1993344,,,,,1953024,1981600,1979040,1952608,,,1952672,,1987008,1955008,1987456,,,,,,,1989504,,,,,1979520,1952384,1956192,,1995648,1980096,1942592,1956000,
1592770990500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770991000,,,1981600,,,1988992,,,,1980160,,,,1978816,,,1971616,,1974592,,,,,,1980320,,,,,,,,1981376,1964960,,,,,,,,,,,,,,,,1979040
1592770991500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770992000,,,,,,,,,1966912,,,1996736,,,,,,,,,,,,,,,,,,,,,,,,,,,1975232,,,,,,,,,,,
1592770992500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770993000,,,,,,,,1969824,,,,,,,,,,,,,,,,2002176,,,1931872,,,,,1975008,,,,,,,,1964640,1964352,,,,1937760,,,,,
1592770993500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770994000,1941952,,,,,,,,,,1942368,,,,,1943968,,1926592,,,,,,,,,,,,,,,,,1942592,1943232,,1951040,,,,,,,,,,,,
1592770994500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770995000,,1948864,,1995072,1974240,,,,,,,,1971360,,1980352,,,,,1940032,,1972416,1938976,,,1938400,,1972960,1942240,1972960,1958592,,,,,,1975872,,,,,1971200,1939168,1943232,,1988608,1971360,1989952,1942592,
1592770995500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770996000,,,1973280,,,2002208,1977312,,,1972640,,,,1970016,,,1961920,,1993824,,1972480,,,,1971840,,,,,,,,1973696,1957184,,,,,,,,,,,,,,,,1971360
1592770996500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770997000,,,,,,,,,,,,1992736,,,,,,,,,,,,,,,,,,,,,,,,,,,1966080,,,,,,,,,,,
1592770997500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770998000,,,,,,,,,1953472,,,,,,,,,,,,,,,1995264,,,1989344,,,,,,,,,,,,,1951200,1950272,,,,1925600,,,,,
1592770998500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592770999000,1991872,,,,,,,1956256,,,1927008,,,,,1929184,,,,,,,,,,,,,,,,1935648,,,1930432,2002048,,1938880,,,,,,,,,,,,
1592770999500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771000000,,1969504,,1982272,,,,,,,,,1963904,,1966912,,,,,1988672,,,1996160,,,1926240,,,1928160,,1942592,,,,,,,,,,,,1993568,2001504,,1980736,,1943424,1991872,
1592771000500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771001000,,,1965184,,1961440,1977568,1968192,,,1964544,,,,1963264,,,1953536,1970720,1986144,,1964704,1964000,,,1963904,,,1959520,,1960800,,,1965344,1972416,,,1961792,,,,,1961920,,,,,1963264,,,1962144
1592771001500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957824,,,,,,,,,,,
1592771002500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771003000,,,,,,,,,1904128,,,1988416,,,,,,,,,,,,1966144,,,1996768,,,,,,,,,,,,,1929600,1909728,,,,1901856,,,,,
1592771003500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771004000,,,,,,,,1929984,,,1939808,,,,,1909728,,,,,,,,,,,,,,,,1986880,,,1942304,1910624,,1910400,,,,,,,,,,,,
1592771004500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771005000,,1996768,,1908992,,,,,,,,,,,,,,,,1909472,,,1905632,,,1939680,,,1910976,,1907808,,,,,,,,,,,,1908608,1912448,,,,,1942496,
1592771005500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771006000,1972384,,1957024,,1939904,1963136,1973408,,,1957024,,,1956160,1955744,1910272,,1939168,2001792,,,1957024,1954400,,,1956384,,,,,1936192,,,1958304,1966848,,,1902208,,,,,1955744,,,,1973504,1955104,1999072,,1954464
1592771006500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771007000,,,,,,,,,,,,,,,,,,,1973056,,,,,,,,,,,,,,,,,,,,1940256,,,,,,,,,,,
1592771007500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592771008000,,,,,,,,,1988672,,,1984992,,,,,,,,,,,,1976448,,,,1969536,,,,,,,,,,,,1938400,1995648,,,,1989312,,,,,
1592771008500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
