"Time","Device","Duration","State"
1592771176000,172.20.0.52,261,1
1592771177000,172.20.0.52,240,0
1592771178000,172.20.0.52,255,0
1592771179000,172.20.0.52,20012,0
1592771180000,172.20.0.52,20045,0
1592771182000,172.20.0.52,329,0
1592771191000,172.20.0.52,20000,0
1592771206000,172.20.0.52,344,0
1592771207000,172.20.0.52,362,0
1592771209000,172.20.0.52,386,0
1592771212000,172.20.0.52,1224,0
1592771214000,172.20.0.52,678,0
1592771215000,172.20.0.52,62,0
1592771216000,172.20.0.52,451,1
1592771219000,172.20.0.52,366,0
1592771223000,172.20.0.52,363,0
1592771224000,172.20.0.52,20001,0
1592771249000,172.20.0.52,87,0
1592770981000,172.20.0.53,345,1
1592771012000,172.20.0.53,366,1
1592771071000,172.20.0.53,20032,0
1592771103000,172.20.0.53,665,1
1592771104000,172.20.0.53,1050,1
1592771105000,172.20.0.53,1118,0
1592771106000,172.20.0.53,1393,0
1592771107000,172.20.0.53,1384,0
1592771108000,172.20.0.53,701,0
1592771112000,172.20.0.53,307,1
1592771113000,172.20.0.53,292,0
1592771114000,172.20.0.53,14,0
1592771117000,172.20.0.53,313,1
1592771118000,172.20.0.53,303,0
1592771119000,172.20.0.53,20051,0
1592771120000,172.20.0.53,370,0
1592771121000,172.20.0.53,20045,0
1592771122000,172.20.0.53,20024,0
1592771123000,172.20.0.53,20011,0
1592771124000,172.20.0.53,20010,0
1592771125000,172.20.0.53,20016,0
1592771126000,172.20.0.53,20010,0
1592771155000,172.20.0.53,587,0
1592771156000,172.20.0.53,629,0
1592771157000,172.20.0.53,505,0
1592771158000,172.20.0.53,353,0
1592771164000,172.20.0.53,32,0
1592771204000,172.20.0.53,286,0
1592771212000,172.20.0.53,1229,0
1592771214000,172.20.0.53,708,0
1592771215000,172.20.0.53,116,0
1592771217000,172.20.0.53,433,0
1592771218000,172.20.0.53,303,0
1592771220000,172.20.0.53,73,0
1592770981000,172.20.0.54,383,1
1592771012000,172.20.0.54,294,1
1592771071000,172.20.0.54,20036,0
1592771104000,172.20.0.54,1024,1
1592771105000,172.20.0.54,1070,0
1592771106000,172.20.0.54,1250,0
1592771107000,172.20.0.54,1274,1
1592771108000,172.20.0.54,568,0
1592771112000,172.20.0.54,291,1
1592771117000,172.20.0.54,418,1
1592771118000,172.20.0.54,364,1
1592771119000,172.20.0.54,20053,0
1592771120000,172.20.0.54,311,0
1592771121000,172.20.0.54,20049,0
1592771122000,172.20.0.54,20040,0
1592771123000,172.20.0.54,20017,0
1592771124000,172.20.0.54,20019,0
1592771125000,172.20.0.54,20020,0
1592771126000,172.20.0.54,20011,0
1592771156000,172.20.0.54,668,0
1592771157000,172.20.0.54,591,1
1592771158000,172.20.0.54,586,0
1592771164000,172.20.0.54,26,0
1592771168000,172.20.0.54,320,1
1592771169000,172.20.0.54,379,1
1592771170000,172.20.0.54,333,1
1592771179000,172.20.0.54,20011,0
1592771180000,172.20.0.54,20044,0
1592771206000,172.20.0.54,376,1
1592771210000,172.20.0.54,287,0
1592771212000,172.20.0.54,1342,0
1592771214000,172.20.0.54,764,0
1592771215000,172.20.0.54,181,0
1592771218000,172.20.0.54,489,0
1592771219000,172.20.0.54,396,0
1592771220000,172.20.0.54,91,0
1592771072000,172.20.0.55,314,1
1592771105000,172.20.0.55,1043,0
1592771106000,172.20.0.55,1396,0
1592771107000,172.20.0.55,1403,0
1592771108000,172.20.0.55,1391,1
1592771114000,172.20.0.55,20044,0
1592771115000,172.20.0.55,20011,0
1592771116000,172.20.0.55,20018,0
1592771119000,172.20.0.55,20006,0
1592771120000,172.20.0.55,20008,0
1592771121000,172.20.0.55,20016,0
1592771123000,172.20.0.55,20008,0
1592771124000,172.20.0.55,20014,0
1592771125000,172.20.0.55,20009,0
1592771126000,172.20.0.55,20008,0
1592771127000,172.20.0.55,20001,0
1592771158000,172.20.0.55,797,0
1592771164000,172.20.0.55,299,0
1592771206000,172.20.0.55,280,0
1592771207000,172.20.0.55,409,0
1592771208000,172.20.0.55,122,0
1592771209000,172.20.0.55,364,0
1592771249000,172.20.0.55,333,1
1592771072000,172.20.0.56,337,1
1592771105000,172.20.0.56,1160,0
1592771106000,172.20.0.56,1287,0
1592771107000,172.20.0.56,1366,1
1592771108000,172.20.0.56,298,1
1592771114000,172.20.0.56,20029,0
1592771115000,172.20.0.56,20004,0
1592771116000,172.20.0.56,20014,0
1592771119000,172.20.0.56,20004,0
1592771120000,172.20.0.56,20006,0
1592771121000,172.20.0.56,20012,0
1592771123000,172.20.0.56,20004,0
1592771124000,172.20.0.56,20006,0
1592771125000,172.20.0.56,20003,0
1592771126000,172.20.0.56,20002,0
1592771207000,172.20.0.56,366,0
1592771208000,172.20.0.56,332,0
1592771209000,172.20.0.56,430,0
1592771213000,172.20.0.56,645,0
1592771218000,172.20.0.56,494,0
1592771250000,172.20.0.56,314,0
1592771251000,172.20.0.56,92,0
1592771312000,172.20.0.56,831,0
1592771315000,172.20.0.56,853,0
1592771320000,172.20.0.56,94,0
1592770981000,172.20.0.57,318,1
1592771012000,172.20.0.57,381,1
1592771071000,172.20.0.57,20025,0
1592771102000,172.20.0.57,690,1
1592771103000,172.20.0.57,663,1
1592771104000,172.20.0.57,1058,1
1592771105000,172.20.0.57,970,0
1592771106000,172.20.0.57,1237,0
1592771107000,172.20.0.57,1380,1
1592771108000,172.20.0.57,731,0
1592771112000,172.20.0.57,330,1
1592771116000,172.20.0.57,20043,0
1592771117000,172.20.0.57,407,1
1592771118000,172.20.0.57,324,1
1592771119000,172.20.0.57,20048,0
1592771121000,172.20.0.57,354,0
1592771122000,172.20.0.57,20020,0
1592771123000,172.20.0.57,20003,0
1592771124000,172.20.0.57,20005,0
1592771125000,172.20.0.57,20011,0
1592771154000,172.20.0.57,436,0
1592771155000,172.20.0.57,269,0
1592771156000,172.20.0.57,604,1
1592771157000,172.20.0.57,581,0
1592771158000,172.20.0.57,598,1
1592771164000,172.20.0.57,176,0
1592771165000,172.20.0.57,266,1
1592771166000,172.20.0.57,298,1
1592771168000,172.20.0.57,282,1
1592771169000,172.20.0.57,330,0
1592771170000,172.20.0.57,303,0
1592771177000,172.20.0.57,20004,0
1592771205000,172.20.0.57,350,0
1592771210000,172.20.0.57,278,0
1592771214000,172.20.0.57,677,1
1592771215000,172.20.0.57,301,0
1592771218000,172.20.0.57,299,1
1592771223000,172.20.0.57,337,1
1592771224000,172.20.0.57,18,0
1592771225000,172.20.0.57,20,0
1592771226000,172.20.0.57,345,0
1592771230000,172.20.0.57,20007,0
1592771072000,172.20.0.58,305,1
1592771106000,172.20.0.58,1489,0
1592771107000,172.20.0.58,1428,0
1592771108000,172.20.0.58,545,0
1592771114000,172.20.0.58,20048,0
1592771115000,172.20.0.58,20012,0
1592771116000,172.20.0.58,20027,0
1592771119000,172.20.0.58,20015,0
1592771120000,172.20.0.58,20011,0
1592771121000,172.20.0.58,20017,0
1592771123000,172.20.0.58,20009,0
1592771124000,172.20.0.58,20015,0
1592771125000,172.20.0.58,20011,0
1592771126000,172.20.0.58,20003,0
1592771157000,172.20.0.58,297,0
1592771161000,172.20.0.58,4322,0
1592771164000,172.20.0.58,24,0
1592771203000,172.20.0.58,29,0
1592771204000,172.20.0.58,21,0
1592771209000,172.20.0.58,374,0
1592771315000,172.20.0.58,93,0
1592771316000,172.20.0.58,97,0
1592771317000,172.20.0.58,42,0
1592771318000,172.20.0.58,62,0
1592771072000,172.20.0.59,342,1
1592771105000,172.20.0.59,1061,0
1592771106000,172.20.0.59,1277,0
1592771107000,172.20.0.59,1372,1
1592771108000,172.20.0.59,511,0
1592771114000,172.20.0.59,20047,0
1592771115000,172.20.0.59,20011,0
1592771116000,172.20.0.59,20026,0
1592771119000,172.20.0.59,20007,0
1592771120000,172.20.0.59,20010,0
1592771121000,172.20.0.59,20017,0
1592771123000,172.20.0.59,20009,0
1592771124000,172.20.0.59,20014,0
1592771125000,172.20.0.59,20011,0
1592771126000,172.20.0.59,20003,0
1592771128000,172.20.0.59,20001,0
1592771164000,172.20.0.59,359,0
1592771180000,172.20.0.59,20048,0
1592771206000,172.20.0.59,257,0
1592771207000,172.20.0.59,390,0
1592771208000,172.20.0.59,126,0
1592771071000,172.20.0.60,20040,0
1592771103000,172.20.0.60,1001,1
1592771105000,172.20.0.60,1263,0
1592771107000,172.20.0.60,1418,0
1592771108000,172.20.0.60,777,0
1592771112000,172.20.0.60,321,1
1592771117000,172.20.0.60,20077,0
1592771119000,172.20.0.60,20056,0
1592771121000,172.20.0.60,20052,0
1592771122000,172.20.0.60,20044,0
1592771123000,172.20.0.60,20026,0
1592771124000,172.20.0.60,20023,0
1592771125000,172.20.0.60,20024,0
1592771126000,172.20.0.60,20022,0
1592771206000,172.20.0.60,346,0
1592771207000,172.20.0.60,365,0
1592771208000,172.20.0.60,336,0
1592771209000,172.20.0.60,296,0
1592771224000,172.20.0.60,20010,0
1592771308000,172.20.0.60,497,0
1592771324000,172.20.0.60,722,0

